count: 138.0
[1.5, -0.3333333333333333, 1.6666666666666667]
[1.6666666666666667, -0.5, 1.6666666666666667]
[1.6666666666666667, -0.8333333333333334, 1.3333333333333333]
[1.8333333333333333, -1.0, 1.3333333333333333]
[1.8333333333333333, -1.5, 0.8333333333333334]
avg: [-4.5, 1.4999999999999998, -2.500000000000001]
failed on -1 -1 -1 summ: -0.5 sm: 0.5
Yay! All points sum to 0.5 with coeffs -1 -1 1
average radius: 7.61681120797
minimum radius: 7.42742665172
max radius: 7.81380544649
ratio min/max: 0.950551776927
standard deviation: 0.114771639876
